environment,disturbance_mode,arm,upper_constraint_mode,upper_dual_lr,lower_dual_lr,lower_action_router_mode,lower_action_router_alpha,lower_action_router_strength,lower_action_router_training_schedule,lower_action_router_warmup_fraction,lower_action_router_ramp_fraction,upper_hf_penalty_coef,upper_actor_anchor_coef,lower_actor_anchor_coef,upper_actor_anchor_kl_mean,lower_actor_anchor_kl_mean,replicate_count,baseline_return_mean,candidate_return_mean,return_difference_mean,return_difference_one_sided_lower,return_difference_one_sided_upper,reward_noninferiority_margin,reward_noninferiority_pass,drift_materiality_floor,responsibility_drift_baseline_mean,responsibility_drift_candidate_mean,responsibility_drift_difference_mean,responsibility_drift_difference_one_sided_upper,responsibility_drift_candidate_one_sided_upper,responsibility_drift_required_reduction,responsibility_drift_baseline_material,responsibility_drift_gate_type,responsibility_drift_pass,responsibility_drift_normalized_slack,raw_lower_drift_baseline_mean,raw_lower_drift_candidate_mean,raw_lower_drift_difference_mean,raw_lower_drift_difference_one_sided_upper,raw_lower_drift_candidate_one_sided_upper,raw_lower_drift_required_reduction,raw_lower_drift_baseline_material,raw_lower_drift_gate_type,raw_lower_drift_pass,raw_lower_drift_normalized_slack,latent_lower_drift_mean,upper_hf_rms,upper_hf_rms_one_sided_upper,upper_hf_budget_pass,effective_lower_action_rms_mean,effective_lower_activity_margin_one_sided_lower,effective_lower_activity_pass,router_clip_rate_mean,router_clip_rate_one_sided_upper,router_clip_pass,reconstruction_rms_max,reconstruction_integrity_pass,minimum_normalized_safety_slack,condition_gate_pass
Walker2d-v5,standard,router_s010_ua000_la000,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.0,0.0,0.0,16,327.58031878078543,329.1473571492777,1.5670383684922697,0.5986404117163412,2.5699781354124367,6.551606375615709,True,2.5e-05,0.006802176943950431,0.006689150093661317,-0.00011302685028911346,0.00024050592056506866,nan,0.0,True,relative_noninferiority,False,-9.620236822602745,0.025478690083727162,0.022936420605103862,-0.002542269478623301,-0.0015801335534571387,nan,0.0025478690083727165,True,strict_relative_improvement,False,-0.3798215103427374,0.027146021287320334,0.02356855572406149,0.025555120288240585,True,0.1404600131309501,0.08791101502283044,True,0.0,0.0,True,1.8036276891231076e-08,True,-9.620236822602745,False
Walker2d-v5,low_frequency,router_s010_ua000_la000,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.0,0.0,0.0,16,313.6586285461482,316.32231705629135,2.663688510143146,-0.5670794393612602,6.3346359956619676,6.273172570922964,True,2.5e-05,0.006909265798971264,0.006830773835626853,-7.849196334441049e-05,0.00028379145731946103,nan,0.0,True,relative_noninferiority,False,-11.35165829277844,0.025762428108005733,0.022975878738771577,-0.002786549369234159,-0.002004864080043842,nan,0.0025762428108005737,True,strict_relative_improvement,False,-0.2217876080473852,0.027154494097158054,0.026397715043025398,0.028907203161349974,True,0.1408421043890093,0.08832105375094329,True,0.0,0.0,True,2.0173289808281065e-08,True,-11.35165829277844,False
Walker2d-v5,high_frequency,router_s010_ua000_la000,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.0,0.0,0.0,16,329.25869855141866,330.3424768997737,1.0837783483550751,-1.8638323061802944,4.269987579564106,6.585173971028373,True,2.5e-05,0.006788489581176801,0.006701257512842566,-8.723206833423643e-05,0.0002784961339649601,nan,0.0,True,relative_noninferiority,False,-11.139845358598404,0.02537540177786966,0.022742972281002555,-0.0026324294968671073,-0.0016217975795873674,nan,0.002537540177786966,True,strict_relative_improvement,False,-0.3608780685388927,0.0269102422647129,0.023648855687967468,0.025631054244778212,True,0.13983649114544947,0.08744945404977618,True,0.0,0.0,True,1.8329297350548655e-08,True,-11.139845358598404,False
Walker2d-v5,mixed,router_s010_ua000_la000,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.0,0.0,0.0,16,312.65787807909965,312.5119345601548,-0.14594351894481505,-2.6158050724969666,2.598794011742691,6.253157561581993,True,2.5e-05,0.006880942305044702,0.006814792300870245,-6.61500041744565e-05,0.0002964466793822527,nan,0.0,True,relative_noninferiority,False,-11.857867175290108,0.025887106478906657,0.023085231458549675,-0.002801875020356983,-0.0020129737701307915,nan,0.0025887106478906657,True,strict_relative_improvement,False,-0.2224029472853586,0.027288551214563014,0.02669862657306282,0.02935378944053395,True,0.14128496637759827,0.0886101499540009,True,0.0,0.0,True,2.0184757544326467e-08,True,-11.857867175290108,False
Walker2d-v5,ood_chirp,router_s010_ua000_la000,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.0,0.0,0.0,16,319.42697432555366,321.1113587047448,1.6843843791911333,-4.6447202548065025,7.527080911972728,6.388539486511073,True,2.5e-05,0.006897282722324949,0.0067839280344399655,-0.00011335468788498435,0.00023395132578017636,nan,0.0,True,relative_noninferiority,False,-9.358053031207055,0.025917552852719725,0.023192163034631685,-0.002725389818088039,-0.0018537900543830256,nan,0.0025917552852719726,True,strict_relative_improvement,False,-0.2847356905501619,0.027431484460845354,0.025061661626499074,0.027472481224052513,True,0.14144051112929856,0.08891306566155038,True,0.0,0.0,True,1.805345798784795e-08,True,-9.358053031207055,False
HalfCheetah-v5,standard,router_s010_ua000_la001,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.01,0.0,0.2997291198960875,16,782.5117118755422,676.4872410379219,-106.02447083762038,-198.27093998943178,-17.769913050050917,15.650234237510846,False,2.5e-05,0.0009790498166953009,0.000889153611240131,-8.989620545516988e-05,9.171980765224457e-05,nan,0.0,True,relative_noninferiority,False,-3.6687923060897827,0.004666258746150693,0.0029414337947249515,-0.001724824951425741,-0.0008324984482996277,nan,0.0004666258746150693,True,strict_relative_improvement,True,0.7840811956396015,0.0034681353120516083,0.062484920427207984,0.07059163945907952,True,0.4118577002950442,0.2799554594143139,True,0.0,0.0,True,1.0301746122450615e-08,True,-11.668880029553256,False
HalfCheetah-v5,low_frequency,router_s010_ua000_la001,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.01,0.0,0.2997291198960875,16,687.0837666791779,551.4421413507297,-135.64162532844827,-202.63570013506043,-68.51081388408815,13.741675333583558,False,2.5e-05,0.0011331302274767015,0.0010118014986313928,-0.00012132872884530867,5.991166582346068e-05,nan,0.0,True,relative_noninferiority,False,-2.396466632938427,0.004792528373094297,0.0032509171689348772,-0.0015416112041594194,-0.0006618182878838735,nan,0.0004792528373094297,True,strict_relative_improvement,True,0.3809376520322412,0.003829212035298731,0.05998796370661325,0.066885001578394,True,0.4104543300096537,0.2790077969119132,True,0.0,0.0,True,9.45691670270719e-09,True,-13.746069545089233,False
HalfCheetah-v5,high_frequency,router_s010_ua000_la001,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.01,0.0,0.2997291198960875,16,626.9261301002105,584.1955219481235,-42.730608152086916,-121.12771604657966,36.93881575131199,12.538522602004209,False,2.5e-05,0.0010890391195882924,0.0009819331113703285,-0.00010710600821796395,5.869617567479531e-05,nan,0.0,True,relative_noninferiority,False,-2.347847026991812,0.005068139435422312,0.0033025142896655354,-0.0017656251457567767,-0.0009395752957366184,nan,0.0005068139435422313,True,strict_relative_improvement,True,0.853886041827747,0.003896318382749041,0.06240084126140017,0.0692149978483943,True,0.41051494940686123,0.2793717230673858,True,0.0,0.0,True,9.989448361695014e-09,True,-8.660445643509716,False
HalfCheetah-v5,mixed,router_s010_ua000_la001,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.01,0.0,0.2997291198960875,16,546.7249178634497,504.15682992471693,-42.56808793873276,-98.47819282911341,13.925442347478821,10.934498357268994,False,2.5e-05,0.0011468173908156052,0.0010340419477670843,-0.00011277544304852071,6.920338754506817e-05,nan,0.0,True,relative_noninferiority,False,-2.768135501802727,0.005098414278828605,0.003523605288989473,-0.0015748089898391321,-0.0008139743846723668,nan,0.0005098414278828606,True,strict_relative_improvement,True,0.5965246058023022,0.004159459136806564,0.062137331385934975,0.0692154387251823,True,0.4105097871582056,0.2795799781436766,True,0.0,0.0,True,9.957305838884951e-09,True,-8.00619210973199,False
HalfCheetah-v5,ood_chirp,router_s010_ua000_la001,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.01,0.0,0.2997291198960875,16,671.7163381865037,585.4008287303909,-86.3155094561128,-151.25736261422952,-24.117006562256314,13.434326763730073,False,2.5e-05,0.0011119196354984861,0.000988123062850052,-0.00012379657264843414,5.446414800240865e-05,nan,0.0,True,relative_noninferiority,False,-2.1785659200963456,0.0046638529650024595,0.003221093226826262,-0.0014427597381761969,-0.0005659352347041634,nan,0.00046638529650024595,True,strict_relative_improvement,True,0.21344999285127536,0.0037971033044113542,0.06012239605533169,0.06789511246046082,True,0.41251289960431636,0.28093293039325523,True,0.0,0.0,True,9.347249182657537e-09,True,-10.259020662099227,False
Hopper-v5,standard,router_s010_ua000_la001,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.01,0.0,0.10229579748111228,16,301.13075481194096,284.98701922681494,-16.14373558512605,-30.795764001671916,-2.0716615117302135,6.02261509623882,False,2.5e-05,0.03920953941455883,0.03486154461324185,-0.00434799480131699,-0.0012364705744654732,nan,0.0,True,relative_noninferiority,True,49.458822978618926,0.06463376444133467,0.05658319201264367,-0.008050572428690998,-0.0025792192033354494,nan,0.006463376444133468,True,strict_relative_improvement,False,-0.6009486333297982,0.06271111930201653,0.12525946269677748,0.1385183664244432,False,0.27822505298378875,0.18613636055931845,True,0.0,0.0,True,1.7319850726229493e-08,True,-4.113354167511745,False
Hopper-v5,low_frequency,router_s010_ua000_la001,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.01,0.0,0.10229579748111228,16,292.25094296205225,280.64679920091936,-11.604143761132901,-24.66909740672989,0.9079025388838392,5.845018859241045,False,2.5e-05,0.04095794835879366,0.0367378385603641,-0.00422010979842956,-0.0009901122189807483,nan,0.0,True,relative_noninferiority,True,39.60448875922993,0.06749048065735787,0.059279196308592325,-0.008211284348765547,-0.002586377618593425,nan,0.006749048065735787,True,strict_relative_improvement,False,-0.6167789007572497,0.06569599847720334,0.1256748289509223,0.13830987349323365,False,0.28107507542431837,0.18835405707153113,True,0.0,0.0,True,1.7136851443306957e-08,True,-3.220533414999637,False
Hopper-v5,high_frequency,router_s010_ua000_la001,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.01,0.0,0.10229579748111228,16,303.8334560013643,284.3979539095752,-19.43550209178915,-36.614224826673876,-2.9641322852038905,6.076669120027287,False,2.5e-05,0.03975318576091549,0.03545119542439949,-0.0043019903365159986,-0.0012619357787656035,nan,0.0,True,relative_noninferiority,True,50.477431150624135,0.06527892048452837,0.05698681075155111,-0.008292109732977256,-0.0026000850518535954,nan,0.006527892048452837,True,strict_relative_improvement,False,-0.6016960708671896,0.0631259306727229,0.12647025362684386,0.1396519220692345,False,0.2799632662663274,0.18718710604927088,True,0.0,0.0,True,1.6231883220686763e-08,True,-5.0253774071722805,False
Hopper-v5,mixed,router_s010_ua000_la001,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.01,0.0,0.10229579748111228,16,288.3562279281911,281.95708387619584,-6.399144051995243,-19.32313892911261,6.275780220484557,5.767124558563823,False,2.5e-05,0.040918038867280515,0.03674823786967937,-0.004169800997601132,-0.0010409772318957656,nan,0.0,True,relative_noninferiority,True,41.63908927583062,0.06746502999556966,0.05919155917633928,-0.00827347081923038,-0.0026200236767961885,nan,0.006746502999556966,True,strict_relative_improvement,False,-0.6116471486089546,0.06560319064898164,0.12739628288619767,0.14007579529616945,False,0.2828607864206778,0.18938832776519335,True,0.0,0.0,True,1.6174259078405045e-08,True,-2.3505672944793514,False
Hopper-v5,ood_chirp,router_s010_ua000_la001,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.01,0.0,0.10229579748111228,16,287.25009004031506,281.312365049528,-5.937724990787096,-17.921196358838618,5.8186632983664754,5.7450018008063015,False,2.5e-05,0.0406840248174831,0.036071364973078654,-0.004612659844404449,-0.0013511270282227524,nan,0.0,True,relative_noninferiority,True,54.04508112891009,0.06869592652078702,0.05940477555810044,-0.009291150962686564,-0.003537679592992569,nan,0.006869592652078702,True,strict_relative_improvement,False,-0.485023381710692,0.06588499507412365,0.11911306582308118,0.1296303679554691,False,0.2802698308834857,0.18765667998252,True,0.0,0.0,True,1.6006154233866568e-08,True,-2.119441382302684,False
Walker2d-v5,standard,router_s010_ua000_la001,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.01,0.0,0.14727311586302466,16,327.58031878078543,329.22246825272055,1.6421494719351024,0.6821350597094937,2.6198554965105036,6.551606375615709,True,2.5e-05,0.006802176943950431,0.005951849605498177,-0.0008503273384522536,-0.0003840060764126176,nan,0.0,True,relative_noninferiority,True,15.360243056504704,0.025478690083727162,0.02146193904481583,-0.004016751038911329,-0.002903598665913145,nan,0.0025478690083727165,True,strict_relative_improvement,True,0.13961850329488767,0.025426796290453565,0.023586780456127034,0.025519687868268495,True,0.138008631126325,0.08777606522130467,True,0.0,0.0,True,1.8036276891231076e-08,True,0.13961850329488767,True
Walker2d-v5,low_frequency,router_s010_ua000_la001,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.01,0.0,0.14727311586302466,16,313.6586285461482,316.95682523751634,3.298196691368137,0.15089102124038653,6.718061499778088,6.273172570922964,True,2.5e-05,0.006909265798971264,0.0060595443733813025,-0.000849721425589961,-0.0003505047476559649,nan,0.0,True,relative_noninferiority,True,14.020189906238594,0.025762428108005733,0.02161047157450146,-0.00415195653350428,-0.003049021532551607,nan,0.0025762428108005737,True,strict_relative_improvement,True,0.1835148145853985,0.02559477357570914,0.025982433046281887,0.028384287714098188,True,0.1385290605901161,0.08834894573165132,True,0.0,0.0,True,2.0173289808281065e-08,True,0.1835148145853985,True
Walker2d-v5,high_frequency,router_s010_ua000_la001,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.01,0.0,0.14727311586302466,16,329.25869855141866,330.50880835275854,1.2501098013399314,-1.689424720119937,4.412037195945132,6.585173971028373,True,2.5e-05,0.006788489581176801,0.005958918493197553,-0.0008295710879792489,-0.0003595396385189327,nan,0.0,True,relative_noninferiority,True,14.381585540757307,0.02537540177786966,0.02125665618192986,-0.004118745595939802,-0.0029918475533296566,nan,0.002537540177786966,True,strict_relative_improvement,True,0.1790345546130032,0.02517806989435665,0.02367867808963294,0.025636810061980365,True,0.1373581570281993,0.08745709499351328,True,0.0,0.0,True,1.8329297350548655e-08,True,0.1790345546130032,True
Walker2d-v5,mixed,router_s010_ua000_la001,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.01,0.0,0.14727311586302466,16,312.65787807909965,313.15724348611803,0.49936540701837373,-1.818304208334449,3.0764422486964955,6.253157561581993,True,2.5e-05,0.006880942305044702,0.006039676801579276,-0.0008412655034654261,-0.00033632215289624044,nan,0.0,True,relative_noninferiority,True,13.452886115849617,0.025887106478906657,0.021726890957050354,-0.0041602155218563005,-0.003020672840157561,nan,0.0025887106478906657,True,strict_relative_improvement,True,0.16686383726155987,0.02573729967922675,0.026323499699354814,0.02888087177089976,True,0.1389715910420941,0.08850248861777685,True,0.0,0.0,True,2.0184757544326467e-08,True,0.16686383726155987,True
Walker2d-v5,ood_chirp,router_s010_ua000_la001,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.01,0.0,0.14727311586302466,16,319.42697432555366,321.5666649881106,2.1396906625569123,-4.008914006988485,7.98315365725258,6.388539486511073,True,2.5e-05,0.006897282722324949,0.006036277694430628,-0.0008610050278943205,-0.0003696926962211126,nan,0.0,True,relative_noninferiority,True,14.787707848844503,0.025917552852719725,0.021794822244823386,-0.00412273060789634,-0.0029774522897596197,nan,0.0025917552852719726,True,strict_relative_improvement,True,0.1488169067038955,0.025823764482874656,0.02473945297885891,0.027070520815735178,True,0.13907364096061714,0.08883685494675027,True,0.0,0.0,True,1.805345798784795e-08,True,0.1488169067038955,True
HalfCheetah-v5,standard,router_s010_ua000_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.1,0.0,0.06518519920218023,16,782.5117118755422,608.321491066147,-174.1902208093952,-274.74331726905496,-76.14245003547245,15.650234237510846,False,2.5e-05,0.0009790498166953009,0.0006783273285091416,-0.0003007224881861593,-0.0001498074555106255,nan,0.0,True,relative_noninferiority,True,5.99229822042502,0.004666258746150693,0.0020235787942124808,-0.002642679951938212,-0.0015954448109489728,nan,0.0004666258746150693,True,strict_relative_improvement,True,2.419109178772165,0.0023721373441924925,0.071678368728435,0.08124673045013107,True,0.3495872521464549,0.22748214713161324,True,0.0,0.0,True,8.601416491701121e-09,True,-16.555220778136583,False
HalfCheetah-v5,low_frequency,router_s010_ua000_la010,disabled,0.0,0.0,causal_ema_high_pass,0.04,0.1,delayed_linear,0.0,0.25,0.0,0.0,0.1,0.0,0.06518519920218023,16,687.0837666791779,510.61550367357825,-176.46826300559974,-249.7459720565578,-100.87493087228981,13.741675333583558,False,2.5e-05,0.0011331302274767015,0.0007655637201555773,-0.00036756650732112407,-0.00021914323893262833,nan,0.0,True,relative_noninferiority,True,8.765729557305132,0.004792528373094297,0.00238387035743992,-0.0024086580156543773,-0.0013031971029300263,nan,0.0004792528373094297,True,strict_relative_improvement,True,1.7192266826134968,0.002800950396321124,0.07537592959204237,0.08694543734220572,True,0.3483653124975553,0.22537527304257154,True,0.0,0.0,True,8.384980210493132e-09,True,-17.174346722207776,False
